Unnamed: 0,Make,Model,Price,Year,Transmission,Listing Type,Body Type,Fuel Type,Engine Capacity - Cc,Engine Power - KW
487,HOLDEN, KINGSWOOD HQ,104990.0,1973.0,Automatic,Used,Sedan,Unleaded,5047.0,179
488,CADILLAC, ELDORADO BIARRITZ 62,110000.0,1962.0,Automatic,Used,Convertible,Unleaded,,
489,CHEVROLET, BELAIR Wagon,54850.0,1964.0,Automatic,Used,Wagon,Premium Unleaded,350.0,350
490,MORRIS, MINOR 2,6500.0,1955.0,,Used,Sedan,,,
491,LAND ROVER, RANGE ROVER,98990.0,2016.0,Automatic,Used,Wagon,Diesel,4367.0,
492,BMW, X6,79990.0,2016.0,Automatic,Used,Hardtop - Coupe,Diesel,2993.0,
493,CHEVROLET, SEDAN,30950.0,,,Used,Sedan,,,
494,BMW, 3 SERIES E93 MY08,22990.0,2007.0,,Used,Convertible,,,
495,BMW, X5,59990.0,2014.0,Automatic,Used,Wagon,Diesel,2993.0,
496,CHEVROLET, CORVETTE C4,34000.0,1987.0,Automatic,Used,Targa,Unleaded,350.0,
497,AUDI, Q5 8R MY15,33990.0,2015.0,,Used,Wagon,,,
498,MERCEDES-BENZ, GLA-CLASS X156,32990.0,2014.0,,Used,Wagon,,,
499,SUBARU, LIBERTY,19900.0,,Manual,Used,Sedan,Premium Unleaded,,
500,TOYOTA, LANDCRUISER VDJ200R MY16,94990.0,2016.0,Automatic,Used,Wagon,Diesel,4461.0,200
501,HOLDEN, COMMODORE VN Calais,39990.0,1990.0,,Used,Sedan,,,
502,MERCEDES-BENZ, E400,59990.0,2013.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,2996.0,
503,AUDI, A8,39990.0,2011.0,Tiptronic,Used,Sedan,Diesel,2976.0,
504,LEYLAND, MINI CLUBMAN,15400.0,1978.0,Manual,Used,Sedan,Leaded Petrol,998.0,30
505,MASERATI, GRANTURISMO,159990.0,2016.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,0.0,
506,CHRYSLER, DODGE VG,35000.0,,,Used,Ute,Unleaded,5200.0,
507,PEUGEOT, 3008 T8 MY13,16990.0,2014.0,,Used,Hatchback,,,
508,SAAB, 9-3 440 MY,11990.0,2008.0,,Used,Sedan,,,
509,HOLDEN, TORANA LH,119990.0,1975.0,Automatic,Used,Sedan,Unleaded,4142.0,138
510,HOLDEN, EXECUTIVE VL,15000.0,,Automatic,Used,Wagon,Unleaded,,
511,PORSCHE, 911 996 Carrera 4,53990.0,1998.0,Automatic,Used,Convertible,Unleaded,3400.0,
512,FORD, LTD [Empty],52990.0,1978.0,Automatic,Used,Hardtop - Coupe,Unleaded,,
513,FORD, GALAXIE XL,38000.0,1968.0,Automatic,Used,Hardtop - Coupe,,6981.0,
514,HOLDEN, TORANA LC GTR,145000.0,1970.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,,
515,BMW, M4,84990.0,2016.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,2979.0,
516,HYUNDAI, IMAX,14990.0,2013.0,Automatic,Used,Wagon,Unleaded,2400.0,
517,HOLDEN, VS COMMODORE,3300.0,1996.0,,Used,Sedan,,,
518,COBRA, CHASSIS AC,38000.0,2012.0,Automatic,New,Cab Chassis,,,
519,CHEVROLET, CAMARO,129990.0,1968.0,Automatic,Used,Hardtop - Coupe,Unleaded,,
520,AUDI, S4 CABRIOLET 2+2,25000.0,2005.0,Tiptronic,Used,Convertible,Premium Unleaded,4200.0,253
521,MERCEDES-BENZ, E250,29990.0,2010.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,1796.0,
522,PORSCHE, PANAMERA,224990.0,2018.0,Automatic,Used,Wagon,Premium Unleaded,2894.0,
523,FORD, MUSTANG K-code 289 HiPo,85000.0,1965.0,,Used,Hardtop - Coupe,,,
524,HSV, SENATOR VX,70000.0,2001.0,,Used,Sedan,,,
525,CHEVROLET, BEL AIR Hardtop,52990.0,1955.0,Automatic,Used,Hardtop - Coupe,Unleaded,,
526,FORD, FALCON XA,95000.0,1972.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,5800.0,
527,VOLKSWAGEN, AMAROK,34990.0,2015.0,Automatic,Used,Ute,Diesel,1968.0,
528,SAAB, 9-3 440 MY,11990.0,2008.0,,Used,Sedan,,,
529,CHEVROLET, CORVETTE C3 25th anniversary limited edition,33990.0,1978.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,350.0,
530,FORD, MUSTANG Shelby GT500,115000.0,2007.0,,Used,Hardtop - Coupe,,,
531,SAAB, 9-3 Aero,16500.0,2007.0,Sequential Manual Auto,Used,Convertible,Premium Unleaded,2800.0,184
532,MERCEDES-BENZ, E350,12500.0,2007.0,Automatic,Used,Sedan,Leaded Petrol,,
533,MERCURY, MARQUIS,39900.0,1977.0,Automatic,Used,Hardtop - Coupe,Unleaded,6590.0,
534,FORD, MUSTANG GT,38990.0,1996.0,Automatic,Used,Hardtop - Coupe,Unleaded,4600.0,
535,VOLKSWAGEN, CADDY,14990.0,2009.0,Automatic,Used,Van,Diesel,1900.0,
536,NISSAN, MAXIMA TI,7990.0,,Automatic,Used,Sedan,Unleaded,3500.0,
537,TD 2000, 2.0 LITRE,29900.0,1989.0,Manual,Used,Roadster,Unleaded,2000.0,
538,BMW, 118I,27990.0,2016.0,Automatic,Used,Hatchback,Premium Unleaded,1499.0,
539,HOLDEN, COMMODORE  COMMODORE VF MOTORSPORT EDITION,135000.0,2017.0,Automatic,Used,Sedan,Premium Unleaded,,
540,FORD, F150 Platinum 4x4,148990.0,2016.0,Automatic,Used,Ute,Unleaded,5000.0,
541,MINI, COOPER,19990.0,2008.0,Manual,Used,Hatchback,Unleaded,1598.0,
542,MERCEDES-BENZ, 500SEL W140,16990.0,1992.0,Automatic,Used,Sedan,Unleaded,4973.0,
543,ASTON MARTIN, DB2/4 Mk 1,209950.0,1955.0,Manual,Used,Hardtop - Coupe,,2580.0,
544,PORSCHE, 356,44990.0,1960.0,Manual,Used,Convertible,Unleaded,1582.0,45
545,DODGE, CHALLENGER,87990.0,1970.0,,Used,Fastback,,,
546,FERRARI, 360 SPIDER,213000.0,2002.0,,Used,Convertible,,,
547,BMW, 3 SERIES E92 MY10,19990.0,2009.0,,Used,Hardtop - Coupe,,,
548,MERCEDES-BENZ, GLA-CLASS X156,37990.0,2017.0,,Used,Wagon,,,
549,CHEVROLET,  COUPE Master 85,28000.0,1939.0,Manual,Used,Hardtop - Coupe,Unleaded,,
550,MERCURY, MARQUIS,39900.0,1977.0,Automatic,Used,Hardtop - Coupe,Unleaded,6590.0,
551,RENAULT, MASTER,33990.0,2015.0,Automatic,Used,Van,Diesel,2300.0,
552,AUDI, A8 4H MY16,59990.0,2015.0,,Used,Sedan,,,
553,TOYOTA, HIACE KDH221R HIGH ROOF SUPER LWB,36990.0,2015.0,Automatic,Used,Van,Diesel,3000.0,
554,JAGUAR, XJS,32500.0,1984.0,Automatic,Used,Hardtop - Coupe,Unleaded,5345.0,198
555,FORD, F100 1/2 Ton,59990.0,1969.0,Automatic,Used,Ute,Unleaded,,
556,CHEVROLET,  COUPE Master 85,28000.0,1939.0,Manual,Used,Hardtop - Coupe,Unleaded,,
557,PORSCHE, BOXSTER 987 MY10,59990.0,2010.0,,Used,Convertible,,,
558,HSV, SENATOR  VR Senator,25000.0,1994.0,Automatic,Used,Sedan,Premium Unleaded,,
559,BENTLEY, CONTINENTAL,389990.0,2018.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,0.0,
560,JAGUAR, S-TYPE,22950.0,,,Used,Sedan,,,
561,PONTIAC, BONNEVILLE,39900.0,1961.0,,Used,Sedan,,,
562,FORD, FAIRLANE 500,21500.0,,Automatic,Used,Sedan,Premium Unleaded,5800.0,
563,FPV, GT-P FG,88990.0,2011.0,Automatic,Used,Sedan,,,
564,JAGUAR, E-TYPE 1,199950.0,1961.0,Manual,Used,Convertible,,,
565,SAAB, 9-3 442 MY,14990.0,2006.0,,Used,Convertible,,,
566,AUDI, Q2,39990.0,2017.0,Automatic,Used,Wagon,Unleaded,1400.0,
567,HOLDEN, COMMODORE VB,24000.0,1979.0,Automatic,Used,Sedan,Leaded Petrol,,
568,MERCEDES-BENZ, S550,39990.0,2015.0,Automatic,Used,Sedan,Unleaded,,
569,AUDI, S8,160000.0,2016.0,Tiptronic,Used,Sedan,,,445
570,LAMBORGHINI, MURCIELAGO LP640,429950.0,2007.0,,Used,Hardtop - Coupe,,,
571,BENTLEY, FLYING SPUR,269990.0,2017.0,Automatic,Used,Sedan,Premium Unleaded,3993.0,
572,LEXUS, CT 200H HYBRID,18990.0,2012.0,CVT,Used,Hatchback,Unleaded,1798.0,
573,CHEVROLET, CORVETTE,169990.0,1968.0,Manual,Used,Roadster,Leaded Petrol,6966.0,
574,HOLDEN, TORANA LC COUPE,45000.0,1971.0,Manual,Used,Sedan,Leaded Petrol,2200.0,5
575,HSV, CLUBSPORT R8 VX,55000.0,2001.0,Automatic,Used,Sedan,,,
576,HOLDEN, RODEO DLX,5990.0,1989.0,Manual,Used,Cab Chassis,Diesel,2800.0,
577,FORD, F100 Pick Up truck,69000.0,1955.0,,Used,Ute,,,
578,NISSAN, MAXIMA TI,7990.0,,Automatic,Used,Sedan,Unleaded,3500.0,
579,MCLAREN, 570S,399990.0,2020.0,,Used,Convertible,,,
580,ASTON MARTIN, DBS Vantage,228000.0,1969.0,,Used,Hardtop - Coupe,,,
581,CHRYSLER, CL,45000.0,1977.0,Automatic,Used,Ute,Premium Unleaded,5200.0,
582,TOYOTA, CORONA,9950.0,,,Used,Sedan,,,
583,FORD, RANGER PX MKII XLT Double Cab,50990.0,2016.0,Automatic,Used,Ute,Diesel,3200.0,
584,BMW, X3,29990.0,2013.0,Automatic,Used,Wagon,Diesel,1995.0,
585,CHEVROLET, CORVETTE,38900.0,1982.0,,Used,Targa,,,
586,CHRYSLER, VALIANT CM Regal,27500.0,1980.0,,Used,Sedan,,,
587,JAGUAR, MK IV SE,32990.0,1947.0,Manual,Used,Sedan,Leaded Petrol,0.0,
588,VOLKSWAGEN, CADDY,14990.0,2009.0,Automatic,Used,Van,Diesel,1900.0,
589,BUICK, ELECTRA 225,29990.0,1964.0,Automatic,Used,Convertible,Unleaded,,
590,HOLDEN, CALAIS-V Holden Calais V VF,33500.0,2013.0,Automatic,Used,Sedan,Premium Unleaded,,
591,AUDI, RS7,109990.0,2014.0,Automatic,Used,Hatchback,Premium Unleaded,3993.0,
592,BMW, X5,47990.0,2014.0,Automatic,Used,Wagon,Diesel,1995.0,
593,MERCEDES-BENZ, S350,79990.0,2014.0,Automatic,Used,Sedan,Diesel,2987.0,
594,LAND ROVER, RANGE ROVER,37990.0,2010.0,Automatic,Used,Wagon,Diesel,2993.0,
595,FORD, ESCORT Mk1 RS2000,120000.0,1974.0,,Used,Hardtop - Coupe,,,
596,CHRYSLER, VALIANT CHARGER XL SPORTSMAN VJ,125000.0,1975.0,,Used,Hardtop - Coupe,,,
597,FORD, VICTORIA,34990.0,1951.0,Automatic,Used,Hardtop - Coupe,Unleaded,,
598,MG, TF 80th Anniversary S.E. TF 120,19975.0,2004.0,CVT,Used,Convertible,Premium Unleaded,1796.0,88
599,LAMBORGHINI, MURCIELAGO SV LP670-4,699990.0,2010.0,,Used,Hardtop - Coupe,,,
600,HOLDEN, HK Premier,95000.0,1969.0,Automatic,Used,Sedan,Premium Unleaded,307.0,149
601,FORD, F250,134990.0,2014.0,Automatic,Used,Ute,Diesel,,
602,BMW, X5,59990.0,2014.0,Automatic,Used,Wagon,Diesel,2993.0,
603,FORD, FALCON XR6,19950.0,2011.0,,Used,Ute,,,
604,MGB, MARK 1,22000.0,1965.0,Manual,Used,Soft Top,,,
605,FORD, FALCON XY GS,125000.0,1971.0,,Used,Ute,,,
606,ALFA ROMEO, MONTREAL,175000.0,1974.0,Manual,Used,Hardtop - Coupe,Unleaded,2600.0,149
607,BMW, 523I Executive,9990.0,1997.0,Automatic,Used,Sedan,Unleaded,2500.0,
608,FORD, FALCON FG,49990.0,2011.0,Automatic,Used,Sedan,Premium Unleaded,5000.0,8
609,FPV, F6 TYPHOON BF MK II,49990.0,2008.0,,Used,Sedan,,,
610,MERCEDES-BENZ, C-CLASS W205,46990.0,2015.0,,Used,Sedan,,,
611,FORD, HI-BOY,37990.0,1932.0,Automatic,Used,Roadster,Unleaded,,
612,PORSCHE, 356,44990.0,1960.0,Manual,Used,Convertible,Unleaded,1582.0,45
613,MITSUBISHI, TRITON,24880.0,2015.0,Automatic,Used,Ute,Diesel,0.0,
614,PORSCHE, 911 996 Carrera 4,53990.0,1998.0,Automatic,Used,Convertible,Unleaded,3400.0,
615,NISSAN, PATROL,33850.0,2006.0,,Used,Ute,,,
616,PONTIAC, PARISIENNE,39995.0,1968.0,Manual,Used,Sedan,,,
617,FORD, HOT ROD 3 Window,85000.0,1934.0,Automatic,Used,Hardtop - Coupe,Unleaded,351.0,450
618,CHEVROLET, CORVETTE Sting-Ray,225000.0,1963.0,Manual,Used,Hardtop - Coupe,Unleaded,,
619,FORD, GALAXIE 500 XL,47900.0,,,Used,Hardtop - Coupe,,,
620,AUDI, TT 8J,32990.0,2007.0,,Used,Roadster,,,
621,MAZDA, RX8,25000.0,2005.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,1308.0,
622,LAND ROVER, RANGE ROVER,87990.0,2017.0,Automatic,Used,Wagon,Diesel,2993.0,
623,FORD, FAIRLANE EF,65000.0,1995.0,Automatic,Used,Limousine,Unleaded,5000.0,216
624,LAND ROVER, RANGE ROVER,99990.0,2014.0,Automatic,Used,Wagon,Diesel,4367.0,
625,JAGUAR, E-TYPE 1,259900.0,1965.0,Manual,Used,Hardtop - Coupe,,,
626,FORD, MUSTANG,43990.0,1967.0,Automatic,Used,Hardtop - Coupe,Unleaded,4735.0,202
627,HOLDEN, COMMODORE Brock VK Monza,29500.0,1985.0,,Used,Hardtop - Coupe,,,
628,HOLDEN, COMMODORE SS VF series II,75000.0,2016.0,Automatic,Used,Wagon,Premium Unleaded,6200.0,407
629,MERCEDES-BENZ, C200 AVANTGARDE,37990.0,2014.0,Automatic,Used,Sedan,Premium Unleaded,1991.0,
630,BMW, X1 E84 LCI MY0713,21990.0,2013.0,,Used,Wagon,,,
631,MERCEDES-BENZ, VITO 111 CDI LWB,29990.0,2015.0,Manual,Used,Van,Diesel,1600.0,
632,MG, B,25500.0,1970.0,Manual,Used,Roadster,Unleaded,1798.0,0
633,FIAT ABARTH, 500 SERIES 1,19990.0,2013.0,,Used,Hatchback,,,
634,AUDI, A8,39990.0,2010.0,Tiptronic,Used,Sedan,Premium Unleaded,4163.0,
635,JEEP, CJ5 Renegade,42999.0,1974.0,Manual,Used,Convertible,Unleaded,,
636,TOYOTA, LANDCRUISER GXL,97990.0,,Manual,Used,Cab Chassis,Diesel,4500.0,
637,DATSUN, 1200,24990.0,1980.0,Manual,Used,Ute,Unleaded,1171.0,
638,MERCEDES-BENZ, C-CLASS W205,46990.0,2015.0,,Used,Sedan,,,
639,CHEVROLET, 3100,67500.0,1955.0,Automatic,Used,Tray,Leaded Petrol,6000.0,375
640,HOLDEN, FE Special Sedan,39500.0,1956.0,,Used,Sedan,,,
641,ASTON MARTIN, DBS Vantage,228000.0,1969.0,,Used,Hardtop - Coupe,,,
642,JAGUAR, MK II,67950.0,1962.0,,Used,Sedan,,,
643,FORD, MUSTANG FASTBACK GT350 HERTZ REPLICA,97000.0,1966.0,Automatic,Used,Fastback,,,
644,VOLKSWAGEN, 21 WINDOW,84990.0,1967.0,Manual,Used,Van,Unleaded,,
645,MAZDA, CX-3 QWZ,28500.0,2021.0,Automatic,Used,Wagon,,,
646,LAND ROVER, DEFENDER 90,58500.0,1994.0,Manual,Used,Wagon,Diesel,,
647,MAZDA, RX7 2,39000.0,1983.0,Manual,Used,Hatchback,Unleaded,,
648,VOLKSWAGEN, CADDY MAXI,15888.0,2013.0,Manual,Used,Van,Diesel,,
649,ASTON MARTIN, DB9,179500.0,2013.0,,Used,Hardtop - Coupe,,,
650,AUSTIN HEALEY, 3000 MK III BJ8,119990.0,1967.0,Manual,Used,Convertible,Leaded Petrol,2912.0,
651,TOYOTA, TARAGO GLI,9990.0,2006.0,Automatic,Used,Wagon,Unleaded,2400.0,
652,JEEP, WRANGLER Sport,8999.0,1998.0,Manual,Used,Soft Top,,,
653,HOLDEN, FE Special Sedan,39500.0,1956.0,,Used,Sedan,,,
654,HOLDEN, FB,19990.0,,Manual,Used,Panel Van,Premium Unleaded,,
655,FORD, F150,79990.0,2005.0,Automatic,Used,Ute,Unleaded,,
656,TOYOTA, LANDCRUISER VDJ200R MY16,94990.0,2016.0,Automatic,Used,Wagon,Diesel,4461.0,200
657,HOLDEN, EH Special,19000.0,1965.0,Manual,Used,Wagon,Premium Unleaded,,
658,FORD, FALCON XL,42000.0,1963.0,Automatic,Used,Sedan,Unleaded,289.0,
659,HSV, MALOO VP UTE,78000.0,1993.0,Manual,Used,Ute,Premium Unleaded,,
660,MERCEDES-BENZ, C250,26990.0,2012.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,1796.0,
661,CHEVROLET, CAMARO SS Lingenfelter,39990.0,2010.0,Manual,Used,Hardtop - Coupe,Unleaded,,
662,FORD, LTD,46990.0,1973.0,Automatic,Used,Sedan,Leaded Petrol,5766.0,
663,MERCEDES-BENZ, A180,24990.0,2013.0,Automatic,Used,Hatchback,Premium Unleaded,1595.0,
664,CHEVROLET, CORVETTE Sting Ray,112000.0,1967.0,Manual,Used,Convertible,Unleaded,,
665,HOLDEN, TORANA,155000.0,1974.0,,Used,Sedan,,,
666,MERCEDES-BENZ, ML55 AMG,19990.0,2001.0,Automatic,Used,Wagon,Unleaded,5439.0,
667,JAGUAR, XK,79990.0,2009.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,4196.0,
668,HSV, SENATOR SIGNATURE  HOLDEN  VT SENATOR SIGNATURE 220I,37000.0,1998.0,,Used,Sedan,,5700.0,
669,MERCEDES-BENZ, CLA45 C117,83787.0,2018.0,,Used,Sedan,Premium Unleaded,,
670,MERCEDES-BENZ, S550,39990.0,2015.0,Automatic,Used,Sedan,Unleaded,,
671,BMW, 328CI E46,7990.0,1999.0,Manual,Used,Hardtop - Coupe,Unleaded,2800.0,
672,NISSAN, PATROL DX MY13,28990.0,2012.0,Manual,Used,Cab Chassis,Diesel,3000.0,
673,BMW, 3 SERIES E90 320i,15990.0,2006.0,Automatic,Used,Sedan,Unleaded,2000.0,
674,FORD, RANGER PX MKII XL,43990.0,2016.0,Automatic,Used,Ute,Diesel,3200.0,
675,FORD, EVEREST,52990.0,2019.0,Automatic,Used,Wagon,Diesel,1996.0,
676,FORD, MUSTANG,129990.0,2017.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,0.0,
677,VOLKSWAGEN, EOS,21990.0,2012.0,Automatic,Used,Convertible,Premium Unleaded,1984.0,
678,HOLDEN, TORANA LC,44500.0,1971.0,,Used,Hardtop - Coupe,,,
679,MERCEDES-BENZ, SLK R172,86990.0,2012.0,,Used,Roadster,,,
680,CHRYSLER, PLYMOUTH ROADRUNNER,60000.0,1971.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,,
681,JAGUAR, MK X,19500.0,1962.0,Manual Overdrive,Used,Sedan,Unleaded,3800.0,
682,FORD, FAIRLANE,55000.0,1959.0,Manual,Used,Sedan,Leaded Petrol,292.0,149.14 KW
683,PLYMOUTH, CRANBROOK,42990.0,1951.0,Manual,Used,Convertible,Unleaded,,
684,CHRYSLER, CL,45000.0,1977.0,Automatic,Used,Ute,Premium Unleaded,5200.0,
685,TRIUMPH, TR3,69500.0,1956.0,,Used,Roadster,,,
686,FORD, FALCON EAII,9500.0,1991.0,Automatic,Used,Wagon,Unleaded,3900.0,
687,CHEVROLET, CHEVELLE MALIBU,59900.0,1972.0,Automatic,Used,Hardtop - Coupe,,5733.0,
688,MERCEDES-BENZ, C250,26990.0,2012.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,1796.0,
689,ROCHDALE, GT,20000.0,1958.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,1172.0,40
690,MERCEDES-BENZ, 180 C Class,8990.0,2004.0,Automatic,Used,Sedan,Premium Unleaded,1796.0,143 PS/105 kw at 5200rpm
691,MITSUBISHI, PAJERO 4x4,32990.0,2014.0,Automatic,Used,Wagon,Diesel,3200.0,
692,MERCEDES-BENZ, E-CLASS A207,34990.0,2010.0,,Used,Convertible,,,
693,MERCEDES-BENZ, SLK R172,46990.0,2011.0,,Used,Roadster,,,
694,BUICK, RIVIERA 46R Special,26990.0,1955.0,Automatic,Used,Hardtop - Coupe,Unleaded,,
695,FORD, F250 Ex-Ambulance,18500.0,1989.0,Automatic,Used,Panel Van,Dual Fuel,,
696,JAGUAR, XJS,32500.0,1984.0,Automatic,Used,Hardtop - Coupe,Unleaded,5345.0,198
697,FORD, RANGER PX MKII XL,43990.0,2016.0,Automatic,Used,Ute,Diesel,3200.0,
698,STUDEBAKER, ER,6000.0,1922.0,Manual,Used,Tourer,Leaded Petrol,,
699,HOLDEN, TORANA UC SL,49000.0,1978.0,,Used,Hatchback,,,
700,BRISTOL, 405,104950.0,1955.0,Manual,Used,Hardtop - Coupe,,1971.0,
701,ASTON MARTIN, VANTAGE MY21,349990.0,2021.0,,Used,Hardtop - Coupe,,,
702,MERCEDES-BENZ, CL-CLASS CLK55 AMG,29990.0,2003.0,Automatic,Used,Hardtop - Coupe,Unleaded,5500.0,
703,HSV, GTS 300 VY,149000.0,2003.0,,Used,Sedan,,,
704,SUBARU, LIBERTY,19900.0,,Manual,Used,Sedan,Premium Unleaded,,
705,FORD, FALCON 500,37000.0,,Manual,Used,Wagon,,,
706,TOYOTA, TARAGO GLI,9990.0,2006.0,Automatic,Used,Wagon,Unleaded,2400.0,
707,CITROEN, SM,99950.0,1972.0,Manual,Used,Hardtop - Coupe,,2675.0,
708,JAGUAR, XKR X150,79990.0,2009.0,,Used,Convertible,,,
709,AUDI, TT 8J,32990.0,2007.0,,Used,Roadster,,,
710,SUBARU, WRX,26700.0,2009.0,Manual,Used,Sedan,Premium Unleaded,2500.0,
711,HOLDEN, HJ,26888.0,1975.0,Automatic,Used,Panel Van,Unleaded,308.0,
712,BMW, 3 SERIES E90,16990.0,2006.0,,Used,Sedan,,,
713,FORD, FALCON XY GS,125000.0,1971.0,,Used,Ute,,,
714,BMW, 118I,27990.0,2016.0,Automatic,Used,Hatchback,Premium Unleaded,1499.0,
715,PONTIAC, FIERO GT,14000.0,,Automatic,Used,Hardtop - Coupe,Unleaded,,
716,CHEVROLET, CORVETTE ZR1,75990.0,2010.0,Manual,Used,Hardtop - Coupe,Unleaded,,
717,NISSAN, DUALIS,17990.0,2012.0,CVT,Used,Wagon,Unleaded,1997.0,
718,AUDI, A8,39990.0,2010.0,Tiptronic,Used,Sedan,Premium Unleaded,4163.0,
719,MERCEDES-AMG, S63,249990.0,2018.0,Automatic,Used,Convertible,Premium Unleaded,0.0,
720,FORD, F250 Sport custom pick up,48000.0,1970.0,,Used,Ute,,,
721,JAGUAR, MK IV SE,32990.0,1947.0,Manual,Used,Sedan,Leaded Petrol,0.0,
722,JAGUAR, E-TYPE LIGHTWEIGHT,519950.0,1964.0,Manual,Used,Roadster,,3781.0,
723,SAAB, 9-3 442 MY,14990.0,2006.0,,Used,Convertible,,,
724,LEXUS, GS300,19990.0,2008.0,Automatic,Used,Sedan,Premium Unleaded,2995.0,
725,CHEVROLET, NOVA SS,54990.0,1963.0,Manual,Used,Convertible,Unleaded,,
726,FPV, GT-P FG,88990.0,2011.0,Automatic,Used,Sedan,,,
727,FORD, MUSTANG Boss 302,235000.0,1970.0,,Used,Hardtop - Coupe,,,
728,PORSCHE, 356SC,440000.0,1965.0,Manual,Used,Convertible,,1600.0,
729,CHEVROLET, CORVETTE C4,34000.0,1987.0,Automatic,Used,Targa,Unleaded,350.0,
730,BMW, 420D,29990.0,2013.0,Automatic,Used,Hardtop - Coupe,Diesel,1995.0,
731,MERCEDES-BENZ, ML400,59990.0,2014.0,Automatic,Used,Wagon,Premium Unleaded,2996.0,
732,FORD, FALCON XW,59990.0,1970.0,Manual,Used,Sedan,Unleaded,,
733,FORD, MUSTANG,58000.0,,,Used,Convertible,Premium Unleaded,302.0,
734,FORD, XY FALCON 500,120000.0,1971.0,,Used,Sedan,,,
735,MERCEDES-BENZ, C200 KOMPRESSOR,7990.0,2001.0,Automatic,Used,Hardtop - Coupe,Unleaded,2000.0,
736,MERCEDES-BENZ, SLK200,39990.0,2013.0,Automatic,Used,Convertible,Premium Unleaded,1796.0,
737,MAZDA, 323 BA1163,6990.0,1997.0,,Used,Sedan,,,
738,HSV, SV300 VX,74888.0,2001.0,Manual,Used,Sedan,Premium Unleaded,,
739,FORD, FALCON XY,34000.0,1971.0,Manual,Used,Wagon,Unleaded,250.0,
740,FERRARI, 308 GTB Vetroresina,259950.0,1976.0,Manual,Used,Hardtop - Coupe,,2926.0,
741,BMW, X6,79990.0,2016.0,Automatic,Used,Hardtop - Coupe,Diesel,2993.0,
742,AUDI, Q5 8R MY15,33990.0,2015.0,,Used,Wagon,,,
743,MASERATI, 3200,44990.0,2000.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,3217.0,
744,TOYOTA, HIACE KDH221R HIGH ROOF SUPER LWB,36990.0,2015.0,Automatic,Used,Van,Diesel,3000.0,
745,ROVER, P6B 1,2500.0,1969.0,Automatic,Used,Sedan,Premium Unleaded,3500.0,
746,FORD, MUSTANG FM MY17,76990.0,2016.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,4950.0,306
747,PORSCHE, CARRERA 4S,107990.0,2006.0,Automatic,Used,Hardtop - Coupe,Unleaded,3800.0,
748,LEYLAND, TARGA FLORIO P76,18990.0,1974.0,Automatic,Used,Sedan,Unleaded,4400.0,
749,MERCEDES-BENZ, GLA-CLASS X156,39990.0,2016.0,,Used,Wagon,,,
750,HOLDEN, TORANA LC,44500.0,1971.0,,Used,Hardtop - Coupe,,,
751,BMW, 3 SERIES E46 MY03,14990.0,2003.0,,Used,Hardtop - Coupe,,,
752,TOYOTA, HILUX SR SR5 GUN126R 4x4,59990.0,2016.0,Automatic,Used,Ute,Diesel,2800.0,
753,JAGUAR, XJ,59990.0,2011.0,Automatic,Used,Sedan,Diesel,2993.0,
754,FORD, TORINO GRAND TORINO SPORTS,59900.0,1973.0,,Used,Hardtop - Coupe,,,
755,HOLDEN, HSV VXII CLUBSPORT,25000.0,2002.0,Manual,Used,Sedan,Premium Unleaded,,
756,FIAT ABARTH, 500 SERIES 1,19990.0,2013.0,,Used,Hatchback,,,
757,TOYOTA, CENTURY VG40,25000.0,1987.0,Automatic,Used,Limousine,Premium Unleaded,,243
758,BMW, 645CI E64,39990.0,2004.0,,Used,Convertible,,,
759,SAAB, 9-3 Aero,16500.0,2007.0,Sequential Manual Auto,Used,Convertible,Premium Unleaded,2800.0,184
760,OLDSMOBILE, 98,16500.0,1980.0,Automatic,Used,Sedan,Leaded Petrol,,
761,HOLDEN, SANDMAN HQ,159000.0,1974.0,,Used,Panel Van,,,
762,HOLDEN, CALAIS-V Holden Calais V VF,33500.0,2013.0,Automatic,Used,Sedan,Premium Unleaded,,
763,CHEVROLET, SILVERADO LT,49000.0,2004.0,Automatic,Used,Cab Chassis,Unleaded,5300.0,280
764,NISSAN, SKYLINE GTR R34 M-Spec,279950.0,2001.0,Manual,Used,Hardtop - Coupe,,2568.0,
765,HOLDEN, CALAIS VT II,5500.0,2000.0,Automatic,Used,Sedan,Unleaded,3800.0,171
766,JAGUAR, MK II,85000.0,1964.0,,Used,Sedan,,,
